portal_id,title_ru,title_en
364,"Статья К.Э. Циолковского ""Величина погружения океанской батисферы"". [Сокращенно и доступно]","Article by K. E. Tsiolkovsky ""The Depth of Submersion of an Oceanic Bathysphere"". [Abridged and accessible]"
365,"Статья К.Э. Циолковского ""Обратимость явлений вообще""","Article by K. E. Tsiolkovsky ""The Reversibility of Phenomena in General"""
366,"Отрывок статьи К.Э. Циолковского ""Кинетическая теория света. Плотность эфира и его свойства""","Extract of the article by K. E. Tsiolkovsky ""The Kinetic Theory of Light. The Density of the Ether and Its Properties"""
367,Отрывки из статей К.Э. Циолковского о солнечной энергии,Extracts from articles by K. E. Tsiolkovsky on solar energy
368,"Статья К.Э. Циолковского ""Программа транспорта""","Article by K. E. Tsiolkovsky ""Transport Program"""
369,"Описание К.Э. Циолковским ""[Пишущая машина]"" и чертежи пишущей машины. Фрагменты","Description by K. E. Tsiolkovsky of ""[Typewriter]"" and drawings of a typewriter. Fragments"
370,"Отрывок К.Э. Циолковского ""Космические явления обратимости""","Extract by K. E. Tsiolkovsky ""Cosmic Phenomena of Reversibility"""
371,"Отрывок К.Э. Циолковского ""Атом водорода""","Extract by K. E. Tsiolkovsky ""The Hydrogen Atom"""
372,[Молитва] К.Э. Циолковского,[Prayer] by K. E. Tsiolkovsky
373,"Статья К.Э. Циолковского ""Научные основания религии""","Article by K. E. Tsiolkovsky ""The Scientific Foundations of Religion"""
374,Разъяснения молитвы господней и выражение её живыми словами К.Э. Циолковского,Explanations of the Lord's Prayer and its expression in living words by K. E. Tsiolkovsky
375,"Статья К.Э. Циолковского ""Этика или естественные основы нравственности""","Article by K. E. Tsiolkovsky ""Ethics, or the Natural Foundations of Morality"""
376,"Статья К.Э. Циолковского ""Будущее Земли и человека. [Технический и научный прогресс будущего]""","Article by K. E. Tsiolkovsky ""The Future of the Earth and Man. [Technical and Scientific Progress of the Future]"""
377,"Статья К.Э. Циолковского ""Преобладание человека над животными""","Article by K. E. Tsiolkovsky ""Man's Predominance over Animals"""
378,"Статья К.Э. Циолковского ""Развитие тела и души""","Article by K. E. Tsiolkovsky ""The Development of Body and Soul"""
379,"Наброски К.Э. Циолковского ""Разные статьи"" и конспекты отдельных статей","Sketches by K. E. Tsiolkovsky ""Various Articles"" and abstracts of individual articles"
380,"Конспект работы К.Э. Циолковского ""Приключения души""","Abstract of the work by K. E. Tsiolkovsky ""The Adventures of the Soul"""
381,"Статья К.Э. Циолковского ""Наука и вера""","Article by K. E. Tsiolkovsky ""Science and Faith"""
382,"Статья К.Э. Циолковского ""Идеальный строй жизни""","Article by K. E. Tsiolkovsky ""The Ideal Order of Life"""
383,"Статья К.Э. Циолковского ""Человек. Свойства человека""","Article by K. E. Tsiolkovsky ""Man. Properties of Man"""
384,"Статья К.Э. Циолковского ""Философия знания""","Article by K. E. Tsiolkovsky ""The Philosophy of Knowledge"""
385,"Статья К.Э. Циолковского ""Устройство человечества""","Article by K. E. Tsiolkovsky ""The Structure of Humanity"""
386,Христианство. Евангелие Матвея с комментариями К.Э. Циолковского,Christianity. The Gospel of Matthew with comments by K. E. Tsiolkovsky
387,"Набросок статьи К.Э. Циолковского ""Приключения духа""","Sketch of an article by K. E. Tsiolkovsky ""The Adventures of the Spirit"""
388,"Статья К.Э. Циолковского ""Устройство людей на земле""","Article by K. E. Tsiolkovsky ""The Arrangement of People on Earth"""
389,"Статья К.Э. Циолковского ""Какой тип желателен?""","Article by K. E. Tsiolkovsky ""What Type Is Desirable?"""
